id,clean_comment,Label_API,Person_1,Person_2,emotion
114,"ái nộ 🎤: người đi xa có nhớ chăng dòng thư tay lời hỏi thăm vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về...lệ dần phai theo tháng năm lời biệt ly sao khó khăn vùi đầu trong chăn gối mong được nói hết tâm tư này đừng dối em ơi đừng lừa em ơi đừng vờn con tim anh như trò đùa đừng hứa đôi ta mình cuội nhăng nha đừng để - à ..... í ..... anh ..... í .... anh đừng dối em ơi, toàn là văn thôi một lần đau thôi anh đủ mệt rồi đừng hứa thêm chi lệ dài trên mi đừng để anh hóa ma lai","sadness, anger, disgust, fear","sadness, anger, fear, disgust","sadness, anger, fear, disgust","sadness, anger, fear, disgust"
115,"[em] người đi xa có nhớ chăng [d] dòng thư tay, lời hỏi thăm [chị] vài câu ca dưới ánh trăng mờ hôm [am] đó có [d] ai đang trở về [em] lệ dần phai theo tháng năm [d] lời biệt ly sao khó khăn [chị] vùi đầu trong chăn gối mong được [am] nói hết [d] tâm tư này . đừng [em] dối em ơi, đừng lừa em ơi đừng [d] vờn con tim anh như trò đùa đừng [chị] hứa đôi ba lời cuội nhăng nha đừng [am] để à í [d] anh í a. đừng [em] dối em ơi, toàn là văn thôi [d] một lần đau thôi anh đủ mệt rồi đừng [chị] hứa thêm chi lệ dài trên mi đừng [am] để anh [d] hóa ma lại . [em] khói sương thật mơ màng, chết trong sự ngỡ ngàng đôi [d] ba lời câu hình thức ta ngân nga để lại cho nàng [chị] rồi giờ này nàng cùng với ai chẳng [am] còn ngày nào mặn [d] nồng với ta . [em] đời sang trang linh hồn lang thang phận này ngang [d] ngang một mình lướt trên con đò [chị] tình tang tang giai điệu ngân vang từ biệt nhân [am] gian à í anh [d] anh","sadness, surprise, other","sadness, surprise, other","sadness, surprise, other","sadness, surprise, other"
116,"người đi xa có nhớ chăng? dòng thư tay lời hỏi thăm vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về lệ dần phai theo tháng năm lời biệt ly sao khó khăn vùi đầu trong chăn gối mong được nói hết tâm tư này đừng dối em ơi đừng lừa em ơi đừng vờn con tim anh như trò đùa đừng hứa đôi ba lời cuội nhăng nha đừng để à í anh í anh đừng dối em ơi, toàn là văn thôi một lần đau thôi anh đủ mệt rồi đừng hứa thêm chi lệ dài trên mi đừng để anh hóa ma lai khói sương thật mơ màng chết trong sự ngỡ ngàng đôi ba lời câu hình thức ta ngân nga để lại cho nàng rồi giờ này nàng cùng với ai? chẳng còn những ngày nào mặn nồng với ta đời sang trang linh hồn lang thang phận này ngang ngang một mình lướt trên con đò tình tình tang tang giai điệu ngân vang từ biệt nhân gian à í aa người đi xa có nhớ chăng? dòng thư tay lời hỏi thăm vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về lệ dần phai theo tháng năm lời biệt ly sao khó khăn vùi đầu trong chăn gối mong được nói hết tâm tư này đừng dối em ơi đừng lừa em ơi đừng vờn con tim anh như trò đùa đừng hứa đôi ba lời cuội nhăng nha đừng để anh í anh í anh đừng dối em ơi, toàn là văn thôi một lần đau thôi anh đủ mệt rồi đừng hứa thêm chi lệ dài trên mi đừng để anh hóa ma lai like đy chờ chi?","sadness, fear, other","sadness, fear, other","sadness, fear, other","sadness, fear, other"
117,nghe cuốn ghê . cái giọng ấm quá ❤,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
118,cứ có trấn thành làm mc là xem hết.,"enjoyment, surprise",enjoyment,enjoyment,enjoyment
119,"cảm ơn bạn đã ủng hộ kênh youtube madison media group và ekip chương trình thách là chơi . chúc bạn và gia đình thật nhiều sức khỏe #madison, #madisonmediagroup, #thachlachoi","enjoyment, surprise, other","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
120,một chương trình quá hấp dẫn và hồi hộp khiến mình xem không thể nào rời mắt . thêm sự dẫn dắt chuyên nghiệp của anh mc trấn thành khiến cho cuộc chơi càng thêm kịch tính 👍👏,"enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
121,thích anh trấn thành dẫn chương trình.rất yêu thương mọi người và lời nói luôn làm ấm lòng bao trái tim của người chơi.chúc anh và gia đình luôn nhiều sk và thật nhiều may mắn ...,"enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
122,thật sự ấn tượng với tài bắn cung của chú minh 👍 anh xìn làm cho chương trình trở nên hấp dẫn hơn bao giờ hết 😍,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
123,"mãi yêu tran thành với một tâm lòng nhân hậu luôn nghĩ cho người khác, thật là đáng khen ngợi phải không cả nhà ...",other,"enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
124,lâu lắm rồi mới thấy anh thành chơi gameshow.chương trình nào có anh thành là có em <3,"enjoyment, surprise","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
125,"1 chương trình quá hấp dẫn và tuyệt vời do mc số 1 trấn thành chủ trì . t.thành là 1 mc có tám nhát trong giới show big, rất đáng trân trọng","enjoyment, surprise","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
126,"chương trình nào có anh trấn thành là mình lun xem không bỏ tập nào, dẫn trương trình rất xuất sắc và hài hước hay quá","enjoyment, surprise","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
127,chương trình nào mà có anh trấn thành dẫn là mình xem từ đầu đến cuối luôn! cảm ơn ct đã cho khán giả những cảm xúc tuyệt vời ạ!,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
128,"hãy nhìn vào những gì trấn thành làm, mình luôn thấy anh rộng lòng ủng hộ những người khó khăn nghèo khó, có mấy ai làm nghệ sĩ luôn làm được như vậy . trước tôi giỏi nên có 1 thời gian kiêu căng, nhưng thời gian từ khi lấy vợ đã rất khiêm nhường, suy nghĩ có chiều sâu, mình rất ngưỡng mộ anh là 1 người vừa có tầm, có tài và có tầm <3",enjoyment,enjoyment,enjoyment,enjoyment
129,"mc trấn thành quay lại công việc sau dịch lại đỉnh hơn xưa . nhờ có trấn thành mà chương trình hấp dẫn, lôi cuốn hơn . quá hay!","enjoyment, surprise, other","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
130,ở đâu có trấn thành ở đó có tui! cảm ơn madison nhìu! chương trình rất hay!,"enjoyment, surprise, other","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
131,chương trình nào có chú trấn thành với chú lê dương bảo lâm là mình xem liền à. thích 2 chú quá chừng♥️️,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
132,"giờ mới biết chương trình này, có trấn thành là vô coi liền ❤","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
133,"chương trình có anh thành là auto xem, vui quá trời vui xíu nữa là anh phúc thắng vòng cuối rồi hihi","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
134,gem nào có trấn thành là không bỏ qua rất vui rất hài hước rất thích,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
135,tui nói ôg xìn đã cười rồi thêm 2 chuyên gia cười muốn trẹo hàm 🤣,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
136,"sách hay, bé nhà mình rất thích",enjoyment,enjoyment,enjoyment,enjoyment
137,"adin mới chỉ giúp em mua sách này ở đâu được không ạ, nếu được cho em xin đường link mua vơia ạ",other,other,other,other
138,trò không 2002 sử dụng tuyệt chiêu sao mọi người mình chơi cái này không bt dùng tuyệt chiêu sao,other,other,other,other
139,tay cầm nếu bị loạn phím có được đổi cái khác không anh,"disgust, surprise","disgust, surprise","disgust, surprise","disgust, surprise"
140,có clip hướng dẫn skill không ạ. nếu chưa thì mong anh ra clip hướng dẫn các skill đối kháng như kof or hoàng phi hồng...đi ạ. cảm ơn nhìu ạ. vì tay cầm nên cảm giác khó xài hơn cần với phím game thùng ạ. cảm ơn nhìu ạ,"enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
141,đang chơi disk 1 finish xong chuyển disk 2 thì làm như thế nào nhỷ? đâu có save game rồi load disk 2 như máy ps1 được đâu?,other,other,other,other
142,"shop cho em hỏi em mua được khoảng 2 tháng, chơi rất ít nhưng giờ 1 tay cầm không nhận được tín hiệu (hoặc rất đơ rất chậm, thời gian phản hồi 5-10s) thì có cách nào fix không ạ: ((",other,"fear, disgust, other",other,other
143,bác nào chơi rambo lùn nhiều cho em hỏi chút khi mấy lần chết đầu tiên khi đếm giây nhấn nút start là lại hồi sinh nhưng đến khi chết nhiều quá nó vẫn hiện ra đếm giây nhưng ấn start thì không hồi sinh được nữa mà càng bấm start thì thời gian tụt càng nhanh và thế là game over:)),"enjoyment, surprise, fear, disgust","enjoyment, surprise, fear, other","fear, disgust, surprise, other","fear, disgust, surprise, other"
144,anh cho hỏi làm sao lưu game lại được vậy em chơi game fantasy nhưng khi lưu game thoát ra là vào lại thì mất dữ liệu mình lưu chơi hết disc 1 xong quá disc 2 không chơi được nữa,"sadness, anger, disgust, surprise","sadness, anger, disgust, surprise","sadness, anger, disgust, surprise","sadness, anger, disgust, surprise"
145,chỉ danh sách game 2 người đi anh,other,other,other,other
146,"anh ơi, có cách chỉnh lại độ phân giải không . chơi game bị bể hình hoài khó chơi quá huhu","sadness, disgust, other","sadness, disgust, other","sadness, disgust, other","sadness, disgust, other"
147,knight of valour này ngày xưa gọi là game pháp sư . đi lấy kiếm lửa cho vui chứ không khó . game tâh du kí hay được biết đến là trên ps ăn bánh bao,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
148,cho mình hỏi là máy này kết nối bộ điều khiển arcade được không vậy quản trị viên,other,other,other,other
149,nếu máy này kết nối được tay ps3 thì quá tuyệt vời,enjoyment,enjoyment,enjoyment,enjoyment
150,cho hỏi sao lên hình nó bị caro chứ không nét như clip được shop,"disgust, anger","disgust, anger","disgust, anger","disgust, anger"
151,"cho xin danh sách game hay bạn ơi, có link tải thì xin đa tạ rất nhiều!","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
152,xin cho mình hỏi . mình chơi game resident evil 2 phần leon anh (đĩa 1). khi phá đảo save game lại nó hiện lên là claire b (đĩa 2) (chơi trên máy ps 1 hồi xưa là mở cái đầu đọc ra bỏ đĩa 2 vô là no cho chơi tiếp phần tiếp theo đĩa 1). xin cho mình hỏi bên game stick này làm như thế nào để chơi tiếp phần 2 được ạ!!! cảm ơn bạn trước nhiều nhiều,other,other,other,other
153,anh ơi sao em kết nối vơi tivi thì nó chỉ hiện lên chử loaging không hiện lên màng hình game thì sao anh,"disgust, surprise, other","disgust, surprise, other","disgust, surprise, other","disgust, surprise, other"
154,cho mình hỏi giá máy bao nhiêu tiền ạ,other,other,other,other
155,làm sao để chọn chế độ 2 người khi chơi game battle city vậy bạn?,other,other,other,other
156,shop ơi lỗi không hiển thị game trên màn hình sửa như nào ạ! trong bộ nhớ thì game vẫn còn game! game vẫn chơi bình thường,other,other,other,other
157,có game gals panic trọn bộ không anh định làm bộ về chơi haha,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
158,"thực sự là xem các clip của billboard một phần là do edit video quá hay, rất chất lượng, có những khi còn hay hơn của bên tổ chức","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
159,video ấn tượng <3,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
160,nhóm dubo shop chất ghê vậy đó:))),enjoyment,enjoyment,enjoyment,enjoyment
161,hôm đó mà la hay d & b đánh có phải hay hơn tw không,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
162,troyboi chill hóa,enjoyment,enjoyment,enjoyment,enjoyment
163,3:49 là track gì v?,other,other,other,other
164,vé bán giá cắt cổ...:)) chắn như bầy thú v,"surprise, disgust","surprise, disgust","surprise, disgust, other","surprise, disgust"
165,hay quá giờ mới biết kim chi là món ăn không chỉ yêu thích của hàn quốc mà là tất cả các nước trên thế giới nữa,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
166,"mình rất thích kim chi, mặc dù có vị cay nhưng phải nói là nó rất ngon, ăn cũng không ngán nữa.","enjoyment, disgust","enjoyment, disgust","enjoyment, disgust","enjoyment, disgust"
167,"giọng đọc trẻ trung dễ thương, ấm áp hay quá . cảm ơn nt cho tôi xem những video hay và nổi tiếng.","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
168,mình thích dưa muối việt nam hơn . 😂,enjoyment,enjoyment,enjoyment,enjoyment
169,thích kim chi lắm.,enjoyment,enjoyment,enjoyment,enjoyment
170,kim chi nấu canh chua ăn rất ngon.,"enjoyment, surprise",enjoyment,enjoyment,enjoyment
171,thích ăn kim chi trộn với cơm cuộn thành kimbap cay🤤🍣🍲🫕🍱🍢,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
172,mình rất thích kim chi,enjoyment,enjoyment,enjoyment,enjoyment
173,mình có thể ăn kim chi kèm với tất cả mọi món khác:)),"enjoyment, surprise",enjoyment,"enjoyment, surprise","enjoyment, surprise"
174,hay làm về súp miso sao nhỉ,enjoyment,enjoyment,enjoyment,enjoyment
175,"không hợp khẩu vị, thịt nướng kiểu hàn thì ok, mua về ăn kèm với dưa muối xổi việt nam ngon thôi rồi","enjoyment, surprise","enjoyment, surprise","enjoyment, other","enjoyment, surprise"
176,đến nay vó bao nhiêu loại kim chỉ?,other,other,other,other
177,"vậy mà tôi có nghe thông tin ăn nhiều thực phẩm muối chua lên men sẽ gây ung thư dạ dày, video này lại nói là có lợi cho sức khỏe . tôi nên nghe theo thông tin nào đây? @ @","fear, surprise, other","surprise, fear, other","surprise, fear, other","surprise, fear, other"
178,món nghiện của tôi,other,other,other,other
179,thích ăn cái này,enjoyment,enjoyment,enjoyment,enjoyment
180,xem sớm 😚,enjoyment,enjoyment,enjoyment,enjoyment
181,"chưa bao giờ ăn nổi cái món này, thua xa dưa muối.","surprise, sadness","surprise, sadness","surprise, sadness","surprise, sadness"
182,cô đồng có vong độ đỡ sao để cho bị đánh văng vong vậy cà ...? ¿¿¿?,"fear, surprise, other","surprise, fear, other","surprise, fear, disgust, other","surprise, fear, disgust, other"
183,tát cho tỉnh cả hai.,other,other,other,other
184,"vì nhiều bạn thắc mắc tại sao tụi mình lại chọn tên phim là vô ảnh, mình xin giải thích là do nếu chỉ dịch “ ảnh ” thì sẽ không hợp với thị hiếu khán giả việt nam, hơn nữa thiết kế poster cũng rất khó chỉ với một chữ như thế . khi đặt tên phim sang tiếng việt ngoài việc giữ nguyên giá trị tên gốc thì còn phải tính đến vấn đề marketing phim . bạn nào ở bên hàn hay bên nước ngoài cũng sẽ biết phim được xào nấu bằng những cái tên khác nhau . bên hàn là vô ảnh nhân, bên thái là “ shadowman ” . để ra được cái tên này là sự thống nhất từ nhiều phía khác nhau chứ không chỉ do một cá nhân nào quyết định . theo nguyên tác, tên phim chỉ có một từ 影 (ying) hay “ shadow ” có nghĩa là “ ảnh ”, “ cái bóng ”, ám chỉ thế thân cảnh châu do đặng siêu thủ vai . tuy nhiên, để tên phim đậm chất võ hiệp và dễ gieo vào lòng khán giả hơn, nhà phát hành đã chọn tên “ vô ảnh ” . nghĩ theo hướng đơn giản, “ vô ” tức là “ không có ” . mặt khác, “ vô ” trong hán ngữ còn có nghĩa là “ mất ”, là “ không phải ” . tựa tiếng việt của phim được đặt dựa trên chủ đề bao hàm cả tác phẩm cùng những câu hỏi được đặt ra: trong thế gian này, ai là cái bóng của ai, ai đang chịu sự chi phối của ai và liệu “ ảnh ” có thể thành “ hình ” được chăng, hay mãi chỉ là một thứ vô thực vô danh?",other,other,other,other
185,"bạn phân tích vị vua là bất tài mình thấy không đúng . y cũng là một kẻ vô cùng tài năng, nếu cuối phim bọn thị vệ đến giết đô đốc không phải quá cùi thì y cũng đã thâu tóm được thiên hạ . trong phim này của trương nghệ mưu mình thấy nó rất thâm nho đó là nếu để ý cả phim giống như một bàn cờ . chỉ có hai người chơi cờ là vua và đô đốc tử ngu còn lại thì đều là quân cờ bị cuốn vào vòng xoáy . nhưng dù có tính toán chi li đường đi nước bước thế nào thì khi triển khai thế cờ vẫn sẽ phát sinh biến số, kết cục là cả hai cùng thua, những quân tốt lại đi đến cuối được bàn cờ . đúng là thâm thúy như tàu.","sadness, surprise, other","sadness, surprise, other","sadness, surprise, enjoyment, other","sadness, surprise, other"
186,"theo giả thuyết của mình thì câu truyện phỏng theo trích đoạn đông ngô đánh kinh châu . vị vua (tức tôn quyền) muốn cầu thân với dương tướng quân (phỏng theo quan vũ, cũng dùng đại đao, có sức khỏe vô địch nhưng tính tình cao ngạo). lúc đó quan vũ đang trấn giữ kinh châu (trong phim đổi thành cảnh châu), tôn quyền muốn cầu hòa, cũng như tìm kế đánh kinh châu nên muốn gả con trai cho nữ tử của quan vũ, nhưng vũ khinh thường, còn mắng chửi tôn quyền . về phía đông ngô, người chủ hòa với phe lưu bị là lỗ túc đã mất . lã mông (tức tử ngu đô đốc) lên thay, khuyên tôn quyền đánh chiếm kinh châu . lúc mới nhậm chức, mông gửi thư cho quan vũ, lời lẽ nhún nhường, khiến vũ khinh nhờn . sau đó lã mông lại giả xưng bệnh nặng, tiến cử lục tốn (tức ảnh tử trong phim) là người có tài nhưng chưa có tiếng kế vị . tôn quyền vờ phát hịch gọi mông về, khiến quan vũ tưởng thật, lơ là phòng bị đông ngô, đã rút bớt quân kinh châu điều đi đến phàn thành (chi tiết dương tướng quân chủ quan khi chỉ để lại 800 lính trấn giữ cảnh châu). khi quan vũ mới được thêm mấy vạn hàng quân của vu cấm thì thiếu lương thực, nên cướp kho lương ở tương quan của đông ngô . tôn quyền nghe chuyện, liền lệnh cho lã mông phát binh tập kích quan vũ . lã mông đến tầm dương, giấu hết quân tinh nhuệ ở trong khoang thuyền, cho mặc áo trắng của lái buôn, chèo thuyền đi gấp ngày đêm đến đồn canh phòng mà quan vũ đặt ở bên sông, bắt trói hết quân ở đồn ấy nên vũ vẫn không hay biết gì (chi tiết ảnh tử đi thuyền đến cảnh châu và giấu quân ở trong thuyền). cuối cùng bắt và giết được hai cha con quan vũ và quan bình (thú vị là trong phim tên con trai dương tướng quân cũng là dương bình). thú vị hơn nữa là sau khi chiếm kinh châu không lâu, cả lã mông và tào tháo đều ngã bệnh mà chết, rất hợp lý với chi tiết đô đốc tử ngu và bái vương đều chết sau đó . và lục tốn lên làm đại tướng quân, lập rất nhiều công lao cho đông ngô . hehe trương nghệ mưu đúng là cao tay thực sự, từ một trích đoạn trong tam quốc mà dựng thành một bộ phim kiệt tác.","surprise, enjoyment, other","surprise, enjoyment, other",other,"surprise, enjoyment, other"
