cid,text,time,author,channel,votes,heart
,,,,,,
UgyBXD21eg77dCTSflZ4AaABAg,Tư tưởng bành trướng trinh phục các vùng đất mới là quá đỉnh luôn. Đàm phán chỉ giành cho kẻ yếu,2 ngày trước,hung nguyen,UCy-EkxM6vq8TP7bWZfOUZcA,0,FALSE
,,,,,,
UgwwgnYt142EfVx8x8Z4AaABAg,"Văn hóa còn nguy hiểm hơn chiến tranh 😢 , dùng vũ lực không bằng dùng phim làm sai lệch sự thật",6 ngày trước,Binh Ngô,UCyeZ_iZKnnAU9aNKQIi0K6Q,4,FALSE
,,,,,,
Ugy-hhWYDcB1pFFRowV4AaABAg,Tôi nghĩ chúng ta phải nâng cao giáo dục hơn nữa để mọi người nhận biết được tốt xấu để tránh bị ảnh hưởng bởi thần tượng,6 ngày trước,Hồ Văn Hoà,UCSDXBrlLgj7IfqJmYU8_Uwg,9,FALSE
,,,,,,
UgxoE0q1BFvFAvA0Jmh4AaABAg,"Tôi thấy nhiều người đang quá coi thường chính phủ và người dân hàn quốc,họ rất mạnh mẽ và đầy quyền lưc................họ có toàn quyền quyết định việc ăn và ị của bản thân,còn lại muốn làm gì thì phải xin phép bố mỹ 😂😂😂",6 ngày trước,Lê Hoàng,UCGfYNG8Sje8LFRO9MoKkVCg,6,FALSE
,,,,,,
Ugw1xpNTcktMv-zbhPF4AaABAg,"Những kẻ hâm mộ idol một cách chấp mê bất ngộ như thế này,không đáng được sinh ra trên cõi đời này",2 ngày trước,Quân Nguyễn Anh,UC243cjdDz6GVn8Ktq0EMFLg,0,FALSE
,,,,,,
Ugw1aZakjFilUaYCKLt4AaABAg,Thắng viết sử thua làm phim tự hào ghê 😂😂😂,6 ngày trước,TrầnNguyễnNhậtPhi,UCFoqEGWkFRpI0GofxStHMzQ,14,FALSE
,,,,,,
UgwkTM3324ck80iysBh4AaABAg,"Tôi đồng ý với nội dung này , hi vọng bên văn hoá và giáo dục của Việt Nam! Có cách để đối phó với loại hình xuyên tạc này",4 ngày trước,Minh Thợ Mộc,UCmGHG-4c-nB_WW_A7s2uUfw,1,FALSE
,,,,,,
UgxYAdNkPeKSPjjN7Ep4AaABAg,"Quản lý các bé dưới 18 tuổi phù hợp. Tuổi trẻ hay học nhau đú idol lắm.
Rồi các bé cũng lớn thì tự hiểu ra thôi.",6 ngày trước,Van Thieu Nguyen,UCJwJJlil0WZ9EopT6UB9f_Q,4,FALSE
,,,,,,
UgzntJ9uNFf79CUpEuZ4AaABAg,Gần đây trên youtube thấy có nhiều clip quay một nhóm người mặc đồ lính mỹ nhìn rất phản động hình như cảnh quay ở tỉnh thành miền bắc mong bạn bình luận nói về sự việc đó đi,6 ngày trước,Hai dang Phan,UCrqlO_JvWq7oBfL2v6YXE8w,11,FALSE
,,,,,,
UgyyqW4twPlBC9WxTw54AaABAg,"Đừng quên đăng kí kênh để ủng hộ Nhà Hát Tuồng Việt Nam có động lực ra nhiều video hay hơn nữa nhé ❤️
● Đăng kí kênh tại đây: https://bit.ly/3jgX6Eq",2 năm trước,Nhà Hát Tuồng Việt Nam,UC2UasaCSDx-A-4uTI1SmXuQ,11,TRUE
,,,,,,
Ugx60RSYals6FwiC-Sh4AaABAg,"Phong cách.. 
Của các nhân vật ..
Trong nghệ thuật Tuồng  
Thật hào sảng..
Có cảm giác .
Như được chiêm ngưỡng  .
Các vị Thiên tướng..",3 tháng trước,Tuyen Nguyen,UCXWD0ImbTEHbQ0EzUMu7GrA,1,FALSE
,,,,,,
UgxPU16foxbRibvfeiF4AaABAg,"Nghệ thuật truyền thống của Việt Nam..
Nhất là Tuồng., Chèo..
 Thật quá tuyệt vời..",3 tháng trước (đã chỉnh sửa),Tuyen Nguyen,UCXWD0ImbTEHbQ0EzUMu7GrA,1,FALSE
,,,,,,
UgwNlEXooWQHJbk6Rpl4AaABAg,"Vô tình gặp cô chú diễn ở phố cổ, mê đến nỗi tìm lại các vở tuồng xem lại. Rất ý nghĩa và hay luôn ạ",1 năm trước,Muốn Ăn Ngon,UCE6Kx9tEpWDhlRQ7SedUr2A,3,FALSE
,,,,,,
UgynPNJLggZcf9Sfdyx4AaABAg,"cứ mỗi lần xem trích đoạn Đào tam xuân đề cờ lại nhớ tới cố nhà giáo ưu tú Trịnh Kim Huệ, giảng viên Khoa kịch hát Trường Đại học SKĐA Hà Nội, sanh thời cô đã hướng dẫn vũ đạo chuyên ngành không biết cho bao nhiêu thế học sinh sinh viên ngành tuồng và cải lương của trường cũng như của nhà hát tuồng",1 năm trước,ngocquynh Cao,UCc_jbVt2v1fvIo8DDlxIMRg,1,TRUE
,,,,,,
UgwF4dbdaQqHIjPA3qp4AaABAg,🥰🥰🥰,1 năm trước,Hoang Thuy Diep,UCgGfk26snhdvqMx5NEOpzHg,1,FALSE
,,,,,,
UgwzpO9sCVdyAuiXBwt4AaABAg,Xin cảm ơn các Nghệ sỹ cùng Tác giả đã đăng Video giúp mọi người được thưởng thức!,1 năm trước,Cuong Kim,UCyclgdvxo6ei6bMr-U6SAMw,1,FALSE
,,,,,,
UgyVEq2dbbVL8P8bCW94AaABAg,trích đoạn này xem rất nghiện,2 năm trước,Giáng Tiên Official,UCDqpUyfa51E4tjVECE4QpRA,1,TRUE
,,,,,,
Ugw7qCvQzBP5GytsT114AaABAg,Ý nghĩa và hay lắm lun❤️❤️❤️,7 tháng trước,khánh Linh,UCgeAafVLRBWiphxc0QGbFwA,1,FALSE
,,,,,,
Ugwu3zAEpiZvUWip0JZ4AaABAg,"Rất mong các bạn ủng hộ để Nhà Hát Tuồng Việt Nam có thể phát triển hơn nữa ạ!
● Tuồng Việt Nam Cập Nhật Mới Nhất: https://bit.ly/3cHcwiO
● Trích Đoạn Tuồng Hay Nhất: https://bit.ly/3ihuf1E
● Tuồng Hay Nhất Tuyển Chọn: https://bit.ly/3kYRZJx
● Những Vở Tuồng Hay Nhất 2020: https://bit.ly/36iOGZv",2 năm trước,Nhà Hát Tuồng Việt Nam,UC2UasaCSDx-A-4uTI1SmXuQ,2,TRUE
,,,,,,
UgxAjshuPr4xd9O8K3t4AaABAg,Hi vọng nhà hát cho ra nhiều vở tuồng khác hay nữa,1 năm trước,Nhựt Hào Huỳnh,UCGqRsFTfPyXqo5813HpZ80w,2,TRUE
,,,,,,
UgzWTU9lwk8EBwxR8ih4AaABAg,Hồ Nguyệt Cô hóa cáo Kim Ngân diễn hay quá! Rất nhập vai,2 năm trước,Tình Productions,UCdCUqm7Er--dEDWefFPLh0g,3,TRUE
,,,,,,
Ugyoo1b7hllLCE-fYzt4AaABAg,Diễn xuất tuyệt vời!,2 năm trước,Giai Điệu Quê Hương,UCohsDXVjWUXPhoiKRIBlqtw,3,TRUE
,,,,,,
UgxCUCEhLXBhVlIjYUF4AaABAg,Mỗi vở diễn đều có những nét hay khác nhau. Sẽ ủng hộ chung tay giữ gìn nét đẹp nghệ thuật Việt Nam!,2 năm trước,SOXO City,UCuWz0J_4NMPA3yJZdR4IU9A,1,TRUE
,,,,,,
UgxwOgYKLYNjAEJjx894AaABAg,"Xin hỏi diễn viên trẻ nhất của đoàn là bn tuổi. 
Tôi muốn xem trọn 1 vở ở rạp thì tìm thông tin ở đâu ạ",4 tháng trước,Thuy Dinh_Van_,UCFvsT61cE5RTDbIZhcEdpmg,0,FALSE
,,,,,,
Ugwd1iem86-lhpmFRVR4AaABAg,"hay quá ạ, ngày nào mình cũng  xem tuồng",2 năm trước,Best Short Movies,UCuRWUOyePFyNKvzP0J10OQw,1,TRUE
,,,,,,
UgyrgxEGaiVSUvCpukZ4AaABAg,lâu rồi mới nghe tuồng hay quá,2 năm trước,Việt Thị,UCjmVYIVVWFAkCcb8TBKcTaA,1,TRUE
,,,,,,
UgxDJ9PWCB6LiJLn8Yh4AaABAg,Toàn trích đoạn hay. Rất đáng xem!,2 năm trước,Nhạc Xưa Tuyển Chọn,UCM3LzX9tUbWRQes1123raNA,1,TRUE
,,,,,,
UgwwKn-KK08t_ykRFtR4AaABAg,Hay vậy sao không up 1 vở tuồng hoàn chỉnh vậy ad,1 năm trước,Trường Hoàng Hà Minh,UCbiO_7KcXtI5YgTkuenZt5A,1,FALSE
,,,,,,
UgwDN41IpF9bVjAHXDd4AaABAg,Tuồng cổ thật tuyệt,1 năm trước,Văn Vịnh Nguyễn,UC2WeG9rA9dPv9DB-dgADf8w,1,TRUE
,,,,,,
UgxIrTyexqHwb87Cdt14AaABAg,Thầy làm bài về cách hết ngại trước đám đông đi ạ!! :<,3 năm trước,Phương Tử Kỳy,UCWx0YsALpmmCg3LwQ_9RLUA,"1,9 N",FALSE
,,,,,,
Ugyv92qotGqaD1xp5Qp4AaABAg,"Vừa chia tay ny. Gia đình mất đi một người, và nhiều chuyện buồn về hoàn cảnh gia đình suốt mấy tháng rồi. Cảm ơn anh đã cho e nhưng phương pháp hay. Em cảm ơn 😊😊",3 năm trước,Nhật T.N.T,UCL1oifp3qEvMVRA0bMyjD1g,353,TRUE
,,,,,,
UgwkZFXxn5jUcveXFA14AaABAg,"Nỗi buồn nào cũng sẽ qua 
Chỉ có buồn ngủ không tha ngày nào",3 năm trước,Toàn Nguyễn,UCup8pELx-c1ivIngUKd3QoA,315,FALSE
,,,,,,
Ugy0iZYL4dBskRJJX654AaABAg,anh có giọng nói truyền cảm quá ạ,3 năm trước,lan_jieun,UCm8T6pyhN4jZNxMdWQPQF8A,45,TRUE
,,,,,,
UgyerXAexZEcaS1cFsR4AaABAg,"Cách này hay thật, tôi vừa có chuyện buồn giờ thì cực vui vẻ",3 năm trước,①⑥① ︵✿ LynnKuteeWaa,UCXr_JA32PHtqAOcl1uCcC2w,39,TRUE
,,,,,,
UgxUctCwr6wUjshr9Nd4AaABAg,"Đâu cần mấy cái này đâu anh, chỉ cần coi video của anh là em hết bùn rồi:))",3 năm trước,Duy D,UCdqEfymNz3Mx6Hp1goAiamQ,83,TRUE
,,,,,,
UgwsE6nOZcZYKkcsbUR4AaABAg,Bài hát trog vid cho ai cần(tra cả tiếng):bài hát”you” của nữ ca sĩ”emorie”.cho tôi xin like mấy ô ơi,3 năm trước,Đỗ Thị Ngọc Ánh,UCgFwZ9Sr67cJT6oQ9jpnwRw,207,FALSE
,,,,,,
UgxUK6FemRma2mAlhUR4AaABAg,"Mong thầy làm clip về nâng cao sự tập trung khi làm việc, loại bỏ những thứ sao nhãng và làm sao để kiên trì theo đuổi các mục tiêu dài hạn. Em cảm ơn.",3 năm trước,Kapu Channel,UC07vh_9iRVbqoaRO653Lopw,71,FALSE
,,,,,,
Ugx5ASpxh00W5QoKbUl4AaABAg,"đúng hôm nay e đang buồn thì anh lại ra video như vậy. e cảm thấy đỡ hơn rồi 
cảm ơn ad nhiều",3 năm trước,khai tran,UCdq3IucpwDGG5IEECC3xfkQ,27,TRUE
,,,,,,
UgxH4lYWx_pusWOgMp94AaABAg,"Tôi 57 tuổi nhưng chỉ là học trò của bạn thôi. Comment này chỉ một mục đích duy nhất  là gửi 2 tiếng ""CẢM ƠN"" đến bạn.  Rất triều mến bạn vì sự nhạy bén sáng tạo, vì lòng tốt, vì sự phấn đấu vươn lên không ngừng nơi bạn. Hãy tiếp tục cứu đời cứu người theo cách rất vì diệu của mình.",3 năm trước,Lan Nguyễn Hoàng,UCm_eHIEilnfz4wSsH8qoWwQ,243,FALSE
,,,,,,
Ugylxy0HdQMLaezonrZ4AaABAg,"Đúng lúc quá. Hè tới thì con hầu như không có bạn, ở nhà cả ngày :>. Cám ơn thầy nhiều",3 năm trước,Nguyen Van Tuan,UCq5RqSU30Xh1XYPJMjZoHgA,23,TRUE
,,,,,,
UgyTSwG462mHLUFZ3Qd4AaABAg,"Phương pháp học ngoại ngữ : 
Lần 1: Tắt tiếng video  xem , chỉ xem hình video 
Lần : 2 nghe tiếng không xem hình đoán hình ,  đoán nội dung 
Lần 3: xem lại :)",3 năm trước,anh thai,UCqwz_6EC5QIV-MpVsv3Ff2w,85,TRUE
,,,,,,
UgxXzBntiVNXlPCLToN4AaABAg,"Đoạn thực hành, các bạn nhớ đeo tai nghe nha!",3 năm trước,Web5ngay,UCkgjUHB8sdWbmdp39swMrTg,507,FALSE
,,,,,,
UgzK6wTwslceEBsQ-Ml4AaABAg,"Hay quá, mới quá.
30 năm trước tui ở nội trú, đi học về tôi chỉ mở một bài hát của ABBA, và tôi chỉ mở một đoạn trong bài hát để nghe tiếng trống. Kết quả, bạn cùng phòng nói tui bị khùng! Tui đi học về là bạn tui bỏ ra ngoài để khỏi nghe tui mở nhạc! (hồi xưa không có nhiều điện thoại di động và headphone như bây giờ)
Tui rất vui khi bây giờ có người đồng cảm,  cám ơn tác giả bài nói chuyện rất nhiều!",3 năm trước,huu quach,UCCsXNVjvM3mf8pvWkCPpQpA,37,FALSE
,,,,,,
UgxUJP4jBhdZwo0lp5V4AaABAg,"Thầy làm bài cách tự tin trước đám đông đi. 
Con cứ đứng trước đám đông là tim đập ghê lắm",3 năm trước,Hương Thu,UCv7Djic7ClLLyYeo78CaYCg,69,FALSE
,,,,,,
UgxZZ5Mzpd19xWkMDuB4AaABAg,"Mỗi khi em bùn, cô đơn e lại xem những video của thấy, điều đó giúp em cảm thấy yêu cuộc đời này hơn. Cám ơn thầy rất nhiều, chúc Thầy nhiều sức khỏe!",1 năm trước,Thanh ngoc Tran,UCJkzxgDyvetmIwjyd1sFF-Q,26,TRUE
,,,,,,
Ugy2OUusPGPCapBaPE94AaABAg,"👍💕Web 5 ngày,xua tan nỗi buồn,cho cuộc sống thêm tươi.",3 năm trước,Thang Le,UCX8Ygl1KVcIYaFIIa84kLvw,32,TRUE
,,,,,,
UgyR1Pn3W-jrEseE7nN4AaABAg,"cảm ơn thầy. vượt qua khó khăn, tự điều hòa là tố chất của người thành công. em cũng sẽ cố gắng tập theo",3 năm trước,Khiêm Ngô,UCzXq1CrR2mW7A7HUMFVomVg,20,TRUE
,,,,,,
UgyQh9485hNJ9Pse0dt4AaABAg,"Cũng như bạn, tôi cũng bị trầm cảm khá nặng khi 11,12 tuổi . Khá bất ngờ. Cách  làm bạn hướng dẫn giống với thiền đó.",3 năm trước,Cuộc Sống và Công Việc.,UCSpENI5v0zDhU99X_N6ngGg,70,FALSE
,,,,,,
UgzQRM1sMvSE_AjvWdd4AaABAg,"15:08 ""nó chưa có... die hẳn"" 😂haha thầy lầy ghia ạ. Hôm nay em đã rất stress và thấy tự ti về bản thân mình, nhưng nhờ video của thầy em đã vui vẻ trở lại rùi😄Mỗi lần gặp khó khăn là lập tức lục video thầy coi và hành động như lời thầy dặn. Chuyện gì ít nhiều cũng giải quyết được! Em cảm ơn thầy nhiều lắm! ❤ Kính chúc thầy luôn mạnh khỏe để ra nhiều video bổ ích như thế này nữa ạ ❤",3 năm trước,Thuhien Vo,UCpmvsKu50KMCpqQJAz4rRgg,31,FALSE
,,,,,,
Ugz2fabOoROfeWowM814AaABAg,Tay bị dơ tui đi rửa bổng nhiên tui bị cụt=)),2 tuần trước (đã chỉnh sửa),@thanhdc1508,UC9zkSC3CuaVosPOc-8ySaOQ,123,TRUE
,,,,,,
UgzDpoDLbrfzec8eYNV4AaABAg,"Thứ ám ảnh nhất của quân đội Mỹ ở chiến tranh Việt Nam là ý chí, tinh thần chiến đấu của người Việt.
Quyết tử cho tổ quốc quyết sinh ko bao giờ chịu khuất phục. Đó là thứ mà kẻ đi xâm lượt nước khác như Mỹ sẽ ko bao giờ có đc",2 tuần trước,@giabaoletran3536,UCFW73o25S8Cyj7o0Xc7d2VQ,60,TRUE
,,,,,,
UgzdE4AGyTvnD-xV_5x4AaABAg,Rất thẳng thắn đến từ vị trí của Billy và ông cựu binh Mỹ,2 tuần trước,@huyenthoaisinhtonnanglonhe4209,UCL7M_vlH_2qDNZ2y3NNtJOA,37,TRUE
,,,,,,
UgyMzLfPkZ0JiaNNFpx4AaABAg,Ta gọi đó là “quả báo” khi đi xâm lược nước Việt Nam =)),2 tuần trước,@AHCTB369,UCPLRfRdU_bcQ-ACiUolTNwg,18,TRUE
,,,,,,
UgycXO5S1fI5z4eH2R54AaABAg,Ông cha ta ngày xưa có những lối đánh tuy đơn giản nhưng làm bao lính Mỹ phải khiếp sợ🥰🥰🥰❤️❤️❤️🇻🇳🇻🇳🇻🇳.,2 tuần trước,@Duyhoang-jc3cb,UCbkvD508QU_p8DXQO5Ywq-w,2,FALSE
,,,,,,
Ugz9OqgWv98r2sG66XV4AaABAg,Lối đánh của các cụ thú vị ghê 😂😂😂,2 tuần trước,@fanInosuke2k8,UCHyet7MW7zqDSTVmvIh5tkg,12,TRUE
,,,,,,
UgwkjJXUzmJVkYlRrCF4AaABAg,"cái này có nguồn gốc từ lính Đức và lính Anh chơi với nhau ấy , mấy og nước ngoài mất 2 năm nghiên cứu chế tạo được cái mùi giống cái mùi phân đó nhưng không sang Việt Nam thì các cụ mình chơi hẳn phân trực tiếp , xài hàng au cho xịn :))",2 tuần trước (đã chỉnh sửa),@izanaangluoilam909,UC2O-Ey5k80JenIj50jqHFFw,9,TRUE
,,,,,,
UgzFzyJtdb4x3ko5ned4AaABAg,"Đúng là người thành công luôn có lối đi riêng 
Chắc chỉ có người Việt Nam mới nghĩ ra cái trò này :))",2 tuần trước,@hasumi1887,UCwxLS0tP8Mbv9ewcG7HEH1w,5,TRUE
,,,,,,
Ugx8gQVenQm4y4hHwOJ4AaABAg,Đó là món quà tuyệt vời nhất của người VN giành tặng cho những kẻ cướp nước 🎉🎉🎉,2 tuần trước,@yogaphuongnguyenquangbinh7746,UCRsHc353khuOGwWbVt9a8TQ,2,TRUE
,,,,,,
Ugx0qYmQzIfuIwwQj9h4AaABAg,Tuyệt vời ghê :)),2 tuần trước,@Hung_10k,UCVv5TLwxmtx4fw4JOiBpjLw,5,TRUE
,,,,,,
UgwlxfqvyPYc6M3bPNN4AaABAg,Quá kinh khủng đối với những anh lính Mỹ 🤣,2 tuần trước,@minhhuyen560,UCIwc-G873I4-awMIrUkw7hA,10,TRUE
,,,,,,
Ugy-rf6sJWtAdIc5moV4AaABAg,giờ này ngay lúc này vào 48 năm về trước trên bầu trời đêm Sài Gòn sáng trưng 😂,2 tuần trước,@HT_Kaizu,UCLnq-KfFx96NaXJ_d1ZIGXw,0,TRUE
,,,,,,
UgysdC-B_C_EpZQbw-14AaABAg,Không ngờ ông cha ta cũng sáng tạo ra phết,2 tuần trước,@2obunga874,UCD9SIe2NYJAih4OER43A_Fw,5,TRUE
,,,,,,
Ugz2sHuM8w-tSVCiW5J4AaABAg,Cú sốc đầu đời của lính dò mìn Mẽo ở vn🤣 mà công nhận khó v mà các cụ vẫn nghĩ ra đc,2 tuần trước,@haphuong4270,UCgECGkQRTI77_MGz831oyWg,3,TRUE
,,,,,,
UgyJd0ch6FXaowVdFa94AaABAg,ad làm về 6 điều Bác Hồ dạy công an nhân dân đi ạ!,2 tuần trước,@peanut6959,UCbFuj8R3Ld06GPYb368B1Aw,2,TRUE
,,,,,,
UgwWPgmf0BKAplAwncJ4AaABAg,Nếu ai đó hỏi thời gian ở Việt Nam như nào tôi sẽ trả lời là như c.ứ.t - lính Mĩ said😂,2 tuần trước,@haiquanoan4552,UC-hfvElnmE7NjgiCL1JXz_A,1,TRUE
,,,,,,
UgzmvM1Jxi3na1iHajN4AaABAg,Lính Mỹ kiểu: ối giồi ôi 🤭😂🤣,2 tuần trước,@chienminh4083,UCFXc0qYgzHMFO8jzBduh7xg,7,TRUE
,,,,,,
UgxU6-44gWNtDl-cFxB4AaABAg,Đúng là nổi khinh hoàng của lính Mỹ mà😂,2 tuần trước,@TrangNguyen-vp3jp,UC2PNYOJTqDLXL8EfmmwOEqw,6,TRUE
,,,,,,
UgzrUAC9UyPhzaFix3t4AaABAg,VIỆT NAM MÃI ĐỈNH,2 tuần trước,@longpham-nn8lf,UC9N5i_YUntaYJM5NFqIDy8g,2,TRUE
,,,,,,
UgyyEYyw187tMlhDwD14AaABAg,Người Mỹ đã chọn 1 cuộc chơi không công bằng còn trách chúng tôi chơi bẩn,2 tuần trước,@phamngocmai1999,UCj4uuaUdg2apmg0j035F__A,3,TRUE
,,,,,,
UgzLv_NhdWvEDr91gvh4AaABAg,Các Bác luôn Vĩ đại! Mong các Bác lun nêu cao là học trò xuất sắc của Bác Hồ! Suốt đời vì dân vì nước gia hả sồng giản dị như Bác Hồ mà danh thơm muôn đời.,11 tháng trước,Trung Nguyen,UCcf8EwFj6w70VREQb1gvC7g,5,FALSE
,,,,,,
UgxbVdgebj46KgsmCDp4AaABAg,Những quy định thể hiện càng ngày càng tiến bộ - trách nhiệm. Đảng ta luôn nghiêm túc lời của Bác Hồ vĩ đại: Đảng-quân-dân là một để vững mạnh trong và ngoài,11 tháng trước,Kim Đông Nhan,UCO4XS5JXj5hP3yly7rl3osg,1,FALSE
,,,,,,
UgwLHbaBaAxTmyeAKKF4AaABAg,Tứ trụ trước bây giờ có gì mới,11 tháng trước,Hoàng Yến Nhi,UCWfSW7bRBMVnZ_GKocr2cgg,0,FALSE
,,,,,,
UgzauNagTlAaScmEVMB4AaABAg,o9,3 tháng trước,Onghue Onghuebui,UCj0_gYvdFMAAvYQesO0PkHw,0,FALSE
,,,,,,
UgyXRR5_y5_hNXTXir14AaABAg,"Thích nhất kênh này, nói chuyện nghe rất chuyên nghiệp và thông minh",2 năm trước,LinhBo,UCKfnUyzh0oEm_OdoyLBUFwA,0,FALSE
,,,,,,
UgzkvCBxJfyWFTiFa3d4AaABAg,"Anh ơi có game nào trên điện thoại có chế độ nghiêng lắc không anh,mà đồ hoạ tốt",2 năm trước,khoa richkid,UC1W2Z6DSSlZKUpqjHUAMJQQ,1,FALSE
,,,,,,
Ugw3fvNYMJt3faFWBnZ4AaABAg,Anh Tùng có thể chia sẻ chi phí cho bộ 6:49 đc ko?,1 năm trước,Johan Lang Thang,UCP_8aO77_rKwfQLXACBkQJA,0,FALSE
,,,,,,
UgxrUwABTUK5yuYFuMt4AaABAg,Thật ra thì từ đoạn năm 2k thì đã có những giải đua xe mô phỏng rồi,8 tháng trước,Siro Thành,UCwWZzH_AXRn4j6t7rGZFR5w,0,FALSE
,,,,,,
UgwA-9xzsX5ptZ1tk5h4AaABAg,"oka. quan trọng là khi đánh lái nó có mượt hay không.tất cả vô lăng thường gặp vấn đề là : Khi chạy tốc độ cao muốn quẹo cua vô lăng đã đánh lái hết, nhưng xe chạy trong game vẫn chưa dc quẹo hoặc quẹo chậm. đó là nhược điểm của tất cả vô lăng.",1 năm trước,bui TRUONG,UC_NX7yUvlmYwZEmjuxSdiug,0,FALSE
,,,,,,
UgzYa2beWRvhsmzSdkp4AaABAg,Cái này mà có kính ảo 3d nữa thì nhức nách,1 năm trước,van ket,UCK9dY7AEQ4dWrudPWaqINcg,0,FALSE
,,,,,,
UgxMRmnIYEmkgcxo_sJ4AaABAg,muốn mua 1 bộ này ở đâu ạ,10 tháng trước,hung nguyen ngoc,UCmo9v4fyruVtB-PcY0RH1Jg,0,FALSE
,,,,,,
UgzI1QGsX2hcMOoRoKt4AaABAg,Thíhc cách nói chuyện của ông này quá,1 năm trước,baosenpai,UC7GTSrP15-cGay53STfGfFA,0,FALSE
,,,,,,
Ugy-z62HwLFVYmBRIK14AaABAg,nhìn mod lại nhớ đến bài yếu sinh lý.,2 năm trước,Mạnh Đàm,UCgOjLFUlTx9VgtxHMLjBcGA,1,FALSE
,,,,,,
UgxzpRK8nRs1G00HnR54AaABAg,"cho em hỏi vài câu a ơi
1. tựa game chạy nền tảng win ko anh hay ps? win thì cấu hình máy bao nhiêu a?
2. màn hình a đang su dung là bao nhiêu inch và nó có ngang ngửa với góc ngoài đời thực ko a?
3. Game đó thì a mua bản quyền ở đâu và giá bao nhiêu a?
Cám ơn a, mong nhận đc hồi âm của a sớm",2 năm trước,Phan Tri,UCvHxqeIaZ_7D7i8hmNR05eQ,0,FALSE
,,,,,,
UgzF6M3yjZKO389c_6t4AaABAg,Còn phần mềm thì sao bạn?,11 tháng trước,Phạm Anh Tuấn,UC8llxW4_om1v9UkMAh6dXFQ,0,FALSE
,,,,,,
UgzyKVIeteTTq_S3-od4AaABAg,Thấy mấy ace nào trong tinh tế cái cách trình bay y như ông hiệp...,2 năm trước,city resp,UC_tvkzKbaHZlos_-Tp0DeaA,7,FALSE
,,,,,,
UgwWamethiiBbIyDxml4AaABAg,Chỉ quan tâm cái ghế aeron 50tr  !,2 năm trước,Corn Spring,UC83jWO-Ijv-e7Lf_zurZ-fA,1,FALSE
,,,,,,
UgzTln5eLOdhe_RjHJ94AaABAg,Cảm ơn tình tê,2 năm trước,Hồng Phương,UCfvWuZouRkDC3V0KazWRACw,0,FALSE
,,,,,,
UgxtuazVv8hc3eqvlUF4AaABAg,Anh tải cái game đó ở đâu vậy,1 năm trước,Bảo Nguyễn,UCDiCBCmI5rnos1tIDyDx4dA,0,FALSE
,,,,,,
UgxVZ9KA5kf1V4vj-714AaABAg,Chào bạn chỉ cách mình mua 1 bộ với,6 tháng trước,Hiệp Nguyễn,UCAcir8mGB-ZGkUE7RYfiV4Q,0,FALSE
,,,,,,
UgyPSIIZkn1TtIYxWrB4AaABAg,anh ơi màn hình anh bao nhiêu inch vậy?,1 năm trước,Thanh trúc Ngô thị,UCQakdy43fDoU1lXgwIH1JVg,0,FALSE
,,,,,,
UgwMSIvL2LXZY5P4tsl4AaABAg,Loại này kết nối được với laptop k vậy,1 năm trước,Dũng Phạm,UCf6HcppXFN4B--DwwndF2kg,0,FALSE
,,,,,,
UgzauHU4q1n6rvOqGHd4AaABAg,Mình xin link mua với ??,1 năm trước,Huy Nguyễn Quốc,UC1AyYaQ9UHlJhCvu2HExp7g,0,FALSE
,,,,,,
Ugz7gY09gvF8dL2UtGh4AaABAg,E mồ côi giờ bị tay nạn lao động mang kiếp tật nguyền bôn ba giữa đời một thân một mình. Mong a sáng tác tặng cho e một bài hát về đời e thật ý nghĩa được không a,2 tháng trước,Thành Đạt Nguyễn,UCwCdXCAsjW2Rn7FbqsIx4xA,58,FALSE
,,,,,,
Ugx-mB85h2Q4VeC3lxx4AaABAg,"Lúc bé chỉ muốn lớn để chắp cánh hiên ngang giữa đời
Mong mau dang đôi tay và từng bước bay đi khắp mọi nơi
Dọc ngang bao năm trôi khiến cho thân ta tả tơi
Nhìn lại mình được chi sau tháng năm đấu tranh với đời

Có những lúc bế tắc chỉ muốn khóc trên vai mẹ
Mong hơi ấm của cha chở che tấm thân con được không?
Thà ngây thơ ngu ngơ chứ con đây chẳng muốn lớn đâu
Trưởng thành rồi buồn lo bao nhiêu đau thương hằn sâu

Từng ngày từng ngày trôi cười ít hơn lo âu nhiều thêm
Bao năm qua đi kiếm công danh để chứng minh ta là ai
Nhưng nhân gian nhân gian địa phủ lấp bai nhiêu trở ngại
Song thân cô liêu từng chiều xế mong con quạnh hiu

Vạn nghìn dặn đường xa vì chén cơm con xa mẹ cha
Lao thân con cố gắng bôn ban để đổi thay gia đình ta
Nhưng cha ơi mẹ ơi khi độc bước đơn thân giữa đời
Chông gai găm lên vai con chỉ ước quay về tuổi thơ",2 tháng trước,Hưng Phạm Trọng,UC5MFAy6cFnVhlNEHTxymp4A,10,FALSE
,,,,,,
UgzTaiG019dWT719RMZ4AaABAg,Nghe đi nghe lại vẫn cứ là đỉnh ❤,1 tháng trước,Tram Hung,UCkc1TW_v1HhpSif8hWoBqhw,1,FALSE
,,,,,,
UgxGc1eHLatl0xFM14V4AaABAg,Thích nghe giọng ổng này quá trời ❤,1 tháng trước,Khát vọng,UCjS0YB0yeSiNpsp7EOAw3Jg,0,FALSE
,,,,,,
